Wellbore name;Year;Month;Oil;Gas
15/9-F-12;2015;12;10856;1662453
15/9-F-12;2016;1;9495;1487340
15/9-F-12;2016;2;7644;1205549
15/9-F-12;2016;3;7360;1185894
15/9-F-12;2016;4;6152;1015034
15/9-F-12;2016;5;5865;925514
15/9-F-12;2016;6;5408;870533
15/9-F-12;2016;7;4534;729319
15/9-F-12;2016;8;1442;232558
15/9-F-12;2016;9;0;0
15/9-F-14;2008;2;0;0
15/9-F-14;2008;3;0;0
15/9-F-14;2008;4;0;0
15/9-F-14;2008;5;0;0
15/9-F-14;2008;6;0;0
15/9-F-14;2008;7;51285;7538861
15/9-F-14;2008;8;67621;9780532
15/9-F-14;2008;9;114596;16340515
15/9-F-14;2008;10;142817;20326866
15/9-F-14;2008;11;104410;14906020
15/9-F-14;2008;12;110199;15956253
15/9-F-14;2009;1;115573;16718455
15/9-F-14;2009;2;113881;16254377
15/9-F-14;2009;3;90644;12702463
15/9-F-14;2009;4;86944;11926656
15/9-F-14;2009;5;116175;15944549
15/9-F-14;2009;6;86654;12141881
15/9-F-14;2009;7;64872;9127860
15/9-F-14;2009;8;112494;15664622
15/9-F-14;2009;9;90350;12564633
15/9-F-14;2009;10;96707;13556585
15/9-F-14;2009;11;98044;13821884
15/9-F-14;2009;12;89514;12552908
15/9-F-14;2010;1;82221;11561302
15/9-F-14;2010;2;62093;8751248
15/9-F-14;2010;3;66989;9421805
15/9-F-14;2010;4;73036;10288470
15/9-F-14;2010;5;87809;12490296
15/9-F-14;2010;6;75310;10756577
15/9-F-14;2010;7;69600;10073534
15/9-F-14;2010;8;38414;5543252
15/9-F-14;2010;9;55405;8260552
15/9-F-14;2010;10;78755;11853847
15/9-F-14;2010;11;62555;9485349
15/9-F-14;2010;12;63886;9763160
15/9-F-14;2011;1;61328;9353204
15/9-F-14;2011;2;44066;6830110
15/9-F-14;2011;3;56710;8733755
15/9-F-14;2011;4;51814;8052243
15/9-F-14;2011;5;51122;7972928
15/9-F-14;2011;6;31195;4835912
15/9-F-14;2011;7;20211;3064566
15/9-F-14;2011;8;49730;7681608
15/9-F-14;2011;9;51053;8021384
15/9-F-14;2011;10;21807;3406338
15/9-F-14;2011;11;35044;5381238
15/9-F-14;2011;12;34166;5142970
15/9-F-14;2012;1;27309;4156159
15/9-F-14;2012;2;36798;5598559
15/9-F-14;2012;3;34746;5378189
15/9-F-14;2012;4;36510;5673230
15/9-F-14;2012;5;35052;5495388
15/9-F-14;2012;6;31666;4980411
15/9-F-14;2012;7;32961;5181262
15/9-F-14;2012;8;12690;1974234
15/9-F-14;2012;9;1655;245981
15/9-F-14;2012;10;33944;5155058
15/9-F-14;2012;11;34932;5485685
15/9-F-14;2012;12;30123;4854889
15/9-F-14;2013;1;30185;4834717
15/9-F-14;2013;2;26596;4196332
15/9-F-14;2013;3;18817;2783793
15/9-F-14;2013;4;22875;3676257
15/9-F-14;2013;5;27662;4525932
15/9-F-14;2013;6;22298;3652743
15/9-F-14;2013;7;22603;3553397
15/9-F-14;2013;8;21667;3259564
15/9-F-14;2013;9;17871;2707856
15/9-F-14;2013;10;18441;2757135
15/9-F-14;2013;11;19249;2853580
15/9-F-14;2013;12;15496;2330524
15/9-F-14;2014;1;16687;2426753
15/9-F-14;2014;2;14766;2161272
15/9-F-14;2014;3;14955;2196383
15/9-F-14;2014;4;16572;2398888
15/9-F-14;2014;5;13637;1943519
15/9-F-14;2014;6;13258;1951326
15/9-F-14;2014;7;13496;2012913
15/9-F-14;2014;8;8444;1333767
15/9-F-14;2014;9;9622;1516704
15/9-F-14;2014;10;10076;1558794
15/9-F-14;2014;11;10386;1643093
15/9-F-14;2014;12;9665;1601950
15/9-F-14;2015;1;9121;1357133
15/9-F-14;2015;2;7179;1092571
15/9-F-14;2015;3;8069;1195524
15/9-F-14;2015;4;7687;1121237
15/9-F-14;2015;5;7148;1042507
15/9-F-14;2015;6;6070;889056
15/9-F-14;2015;7;6721;999142
15/9-F-14;2015;8;4876;737505
15/9-F-14;2015;9;5300;799235
15/9-F-14;2015;10;5635;863230
15/9-F-14;2015;11;5432;835108
15/9-F-14;2015;12;5158;790131
15/9-F-14;2016;1;4606;721124
15/9-F-14;2016;2;3942;621659
15/9-F-14;2016;3;3754;604911
15/9-F-14;2016;4;3112;514414
15/9-F-14;2016;5;3213;506857
15/9-F-14;2016;6;3075;495104
15/9-F-14;2016;7;1327;215289
15/9-F-14;2016;8;0;0
15/9-F-14;2016;9;0;0
15/9-F-15 D;2014;1;5675;820969
15/9-F-15 D;2014;2;7899;1196184
15/9-F-15 D;2014;3;7081;1076364
15/9-F-15 D;2014;4;7163;1074270
15/9-F-15 D;2014;5;7219;1014000
15/9-F-15 D;2014;6;7013;1032224
15/9-F-15 D;2014;7;6847;1021004
15/9-F-15 D;2014;8;3475;526611
15/9-F-15 D;2014;9;5315;833249
15/9-F-15 D;2014;10;5733;886879
15/9-F-15 D;2014;11;4716;732052
15/9-F-15 D;2014;12;0;0
15/9-F-15 D;2015;1;5976;878874
15/9-F-15 D;2015;2;4581;696960
15/9-F-15 D;2015;3;4133;610220
15/9-F-15 D;2015;4;4260;621371
15/9-F-15 D;2015;5;4058;591890
15/9-F-15 D;2015;6;3666;537023
15/9-F-15 D;2015;7;2238;329942
15/9-F-15 D;2015;8;3578;542286
15/9-F-15 D;2015;9;7417;1121247
15/9-F-15 D;2015;10;6347;972414
15/9-F-15 D;2015;11;3926;605738
15/9-F-15 D;2015;12;4919;751607
15/9-F-15 D;2016;1;2891;445568
15/9-F-15 D;2016;2;5109;805795
15/9-F-15 D;2016;3;3748;600594
15/9-F-15 D;2016;4;4544;751127
15/9-F-15 D;2016;5;4699;740193
15/9-F-15 D;2016;6;3464;555536
15/9-F-15 D;2016;7;829;133160
15/9-F-15 D;2016;8;0;0
15/9-F-15 D;2016;9;0;0
15/9-F-4;2007;9;NULL;NULL
15/9-F-4;2007;10;NULL;NULL
15/9-F-4;2007;11;NULL;NULL
15/9-F-4;2007;12;NULL;NULL
15/9-F-4;2008;1;NULL;NULL
15/9-F-4;2008;2;NULL;NULL
15/9-F-4;2008;3;NULL;NULL
15/9-F-4;2008;4;NULL;NULL
15/9-F-4;2008;5;NULL;NULL
15/9-F-4;2008;6;NULL;NULL
15/9-F-4;2008;7;NULL;NULL
15/9-F-4;2008;8;NULL;NULL
15/9-F-4;2008;9;NULL;NULL
15/9-F-4;2008;10;NULL;NULL
15/9-F-4;2008;11;NULL;NULL
15/9-F-4;2008;12;NULL;NULL
15/9-F-4;2009;1;NULL;NULL
15/9-F-4;2009;2;NULL;NULL
15/9-F-4;2009;3;NULL;NULL
15/9-F-4;2009;4;NULL;NULL
15/9-F-4;2009;5;NULL;NULL
15/9-F-4;2009;6;NULL;NULL
15/9-F-4;2009;7;NULL;NULL
15/9-F-4;2009;8;NULL;NULL
15/9-F-4;2009;9;NULL;NULL
15/9-F-4;2009;10;NULL;NULL
15/9-F-4;2009;11;NULL;NULL
15/9-F-4;2009;12;NULL;NULL
15/9-F-4;2010;1;NULL;NULL
15/9-F-4;2010;2;NULL;NULL
15/9-F-4;2010;3;NULL;NULL
15/9-F-4;2010;4;NULL;NULL
15/9-F-4;2010;5;NULL;NULL
15/9-F-4;2010;6;NULL;NULL
15/9-F-4;2010;7;NULL;NULL
15/9-F-4;2010;8;NULL;NULL
15/9-F-4;2010;9;NULL;NULL
15/9-F-4;2010;10;NULL;NULL
15/9-F-4;2010;11;NULL;NULL
15/9-F-4;2010;12;NULL;NULL
15/9-F-4;2011;1;NULL;NULL
15/9-F-4;2011;2;NULL;NULL
15/9-F-4;2011;3;NULL;NULL
15/9-F-4;2011;4;NULL;NULL
15/9-F-4;2011;5;NULL;NULL
15/9-F-4;2011;6;NULL;NULL
15/9-F-4;2011;7;NULL;NULL
15/9-F-4;2011;8;NULL;NULL
15/9-F-4;2011;9;NULL;NULL
15/9-F-4;2011;10;NULL;NULL
15/9-F-4;2011;11;NULL;NULL
15/9-F-4;2011;12;NULL;NULL
15/9-F-4;2012;1;NULL;NULL
15/9-F-4;2012;2;NULL;NULL
15/9-F-4;2012;3;NULL;NULL
15/9-F-4;2012;4;NULL;NULL
15/9-F-4;2012;5;NULL;NULL
15/9-F-4;2012;6;NULL;NULL
15/9-F-4;2012;7;NULL;NULL
15/9-F-4;2012;8;NULL;NULL
15/9-F-4;2012;9;NULL;NULL
15/9-F-4;2012;10;NULL;NULL
15/9-F-4;2012;11;NULL;NULL
15/9-F-4;2012;12;NULL;NULL
15/9-F-4;2013;1;NULL;NULL
15/9-F-4;2013;2;NULL;NULL
15/9-F-4;2013;3;NULL;NULL
15/9-F-4;2013;4;NULL;NULL
15/9-F-4;2013;5;NULL;NULL
15/9-F-4;2013;6;NULL;NULL
15/9-F-4;2013;7;NULL;NULL
15/9-F-4;2013;8;NULL;NULL
15/9-F-4;2013;9;NULL;NULL
15/9-F-4;2013;10;NULL;NULL
15/9-F-4;2013;11;NULL;NULL
15/9-F-4;2013;12;NULL;NULL
15/9-F-4;2014;1;NULL;NULL
15/9-F-4;2014;2;NULL;NULL
15/9-F-4;2014;3;NULL;NULL
15/9-F-4;2014;4;NULL;NULL
15/9-F-4;2014;5;NULL;NULL
15/9-F-4;2014;6;NULL;NULL
15/9-F-4;2014;7;NULL;NULL
15/9-F-4;2014;8;NULL;NULL
15/9-F-4;2014;9;NULL;NULL
15/9-F-4;2014;10;NULL;NULL
15/9-F-4;2014;11;NULL;NULL
15/9-F-4;2014;12;NULL;NULL
15/9-F-4;2015;1;NULL;NULL
15/9-F-4;2015;2;NULL;NULL
15/9-F-4;2015;3;NULL;NULL
15/9-F-4;2015;4;NULL;NULL
15/9-F-4;2015;5;NULL;NULL
15/9-F-4;2015;6;NULL;NULL
15/9-F-4;2015;7;NULL;NULL
15/9-F-4;2015;8;NULL;NULL
15/9-F-4;2015;9;NULL;NULL
15/9-F-4;2015;10;NULL;NULL
15/9-F-4;2015;11;NULL;NULL
15/9-F-4;2015;12;NULL;NULL
15/9-F-4;2016;1;NULL;NULL
15/9-F-4;2016;2;NULL;NULL
15/9-F-4;2016;3;NULL;NULL
15/9-F-4;2016;4;NULL;NULL
15/9-F-4;2016;5;NULL;NULL
15/9-F-4;2016;6;NULL;NULL
15/9-F-4;2016;7;NULL;NULL
15/9-F-4;2016;8;NULL;NULL
15/9-F-4;2016;9;NULL;NULL
15/9-F-4;2016;10;NULL;NULL
15/9-F-4;2016;11;NULL;NULL
15/9-F-4;2016;12;NULL;NULL
15/9-F-5;2007;9;NULL;NULL
15/9-F-5;2007;10;NULL;NULL
15/9-F-5;2007;11;NULL;NULL
15/9-F-5;2007;12;NULL;NULL
15/9-F-5;2008;1;NULL;NULL
15/9-F-5;2008;2;NULL;NULL
15/9-F-5;2008;3;NULL;NULL
15/9-F-5;2008;4;NULL;NULL
15/9-F-5;2008;5;NULL;NULL
15/9-F-5;2008;6;NULL;NULL
15/9-F-5;2008;7;NULL;NULL
15/9-F-5;2008;8;NULL;NULL
15/9-F-5;2008;9;NULL;NULL
15/9-F-5;2008;10;NULL;NULL
15/9-F-5;2008;11;NULL;NULL
15/9-F-5;2008;12;NULL;NULL
15/9-F-5;2009;1;NULL;NULL
15/9-F-5;2009;2;NULL;NULL
15/9-F-5;2009;3;NULL;NULL
15/9-F-5;2009;4;NULL;NULL
15/9-F-5;2009;5;NULL;NULL
15/9-F-5;2009;6;NULL;NULL
15/9-F-5;2009;7;NULL;NULL
15/9-F-5;2009;8;NULL;NULL
15/9-F-5;2009;9;NULL;NULL
15/9-F-5;2009;10;NULL;NULL
15/9-F-5;2009;11;NULL;NULL
15/9-F-5;2009;12;NULL;NULL
15/9-F-5;2010;1;NULL;NULL
15/9-F-5;2010;2;NULL;NULL
15/9-F-5;2010;3;NULL;NULL
15/9-F-5;2010;4;NULL;NULL
15/9-F-5;2010;5;NULL;NULL
15/9-F-5;2010;6;NULL;NULL
15/9-F-5;2010;7;NULL;NULL
15/9-F-5;2010;8;NULL;NULL
15/9-F-5;2010;9;NULL;NULL
15/9-F-5;2010;10;NULL;NULL
15/9-F-5;2010;11;NULL;NULL
15/9-F-5;2010;12;NULL;NULL
15/9-F-5;2011;1;NULL;NULL
15/9-F-5;2011;2;NULL;NULL
15/9-F-5;2011;3;NULL;NULL
15/9-F-5;2011;4;NULL;NULL
15/9-F-5;2011;5;NULL;NULL
15/9-F-5;2011;6;NULL;NULL
15/9-F-5;2011;7;NULL;NULL
15/9-F-5;2011;8;NULL;NULL
15/9-F-5;2011;9;NULL;NULL
15/9-F-5;2011;10;NULL;NULL
15/9-F-5;2011;11;NULL;NULL
15/9-F-5;2011;12;NULL;NULL
15/9-F-5;2012;1;NULL;NULL
15/9-F-5;2012;2;NULL;NULL
15/9-F-5;2012;3;NULL;NULL
15/9-F-5;2012;4;NULL;NULL
15/9-F-5;2012;5;NULL;NULL
15/9-F-5;2012;6;NULL;NULL
15/9-F-5;2012;7;NULL;NULL
15/9-F-5;2012;8;NULL;NULL
15/9-F-5;2012;9;NULL;NULL
15/9-F-5;2012;10;NULL;NULL
15/9-F-5;2012;11;NULL;NULL
15/9-F-5;2012;12;NULL;NULL
15/9-F-5;2013;1;NULL;NULL
15/9-F-5;2013;2;NULL;NULL
15/9-F-5;2013;3;NULL;NULL
15/9-F-5;2013;4;NULL;NULL
15/9-F-5;2013;5;NULL;NULL
15/9-F-5;2013;6;NULL;NULL
15/9-F-5;2013;7;NULL;NULL
15/9-F-5;2013;8;NULL;NULL
15/9-F-5;2013;9;NULL;NULL
15/9-F-5;2013;10;NULL;NULL
15/9-F-5;2013;11;NULL;NULL
15/9-F-5;2013;12;NULL;NULL
15/9-F-5;2014;1;NULL;NULL
15/9-F-5;2014;2;NULL;NULL
15/9-F-5;2014;3;NULL;NULL
15/9-F-5;2014;4;NULL;NULL
15/9-F-5;2014;5;NULL;NULL
15/9-F-5;2014;6;NULL;NULL
15/9-F-5;2014;7;NULL;NULL
15/9-F-5;2014;8;NULL;NULL
15/9-F-5;2014;9;NULL;NULL
15/9-F-5;2014;10;NULL;NULL
15/9-F-5;2014;11;NULL;NULL
15/9-F-5;2014;12;NULL;NULL
15/9-F-5;2015;1;NULL;NULL
15/9-F-5;2015;2;NULL;NULL
15/9-F-5;2015;3;NULL;NULL
15/9-F-5;2015;4;NULL;NULL
15/9-F-5;2015;5;NULL;NULL
15/9-F-5;2015;6;NULL;NULL
15/9-F-5;2015;7;NULL;NULL
15/9-F-5;2015;8;NULL;NULL
15/9-F-5;2015;9;NULL;NULL
15/9-F-5;2015;10;NULL;NULL
15/9-F-5;2015;11;NULL;NULL
15/9-F-5;2015;12;NULL;NULL
15/9-F-5;2016;1;NULL;NULL
15/9-F-5;2016;2;NULL;NULL
15/9-F-5;2016;3;NULL;NULL
15/9-F-5;2016;4;3401;538639
15/9-F-5;2016;5;9724;1534677
15/9-F-5;2016;6;9121;1468557
15/9-F-5;2016;7;9985;1602674
15/9-F-5;2016;8;8929;1417279
15/9-F-5;2016;9;0;0
